1	race	age	engnat	gender	hand	source	country	E1	E2	E3	E4	E5	E6	E7	E8	E9	E10	N1	N2	N3	N4	N5	N6	N7	N8	N9	N10	A1	A2	A3	A4	A5	A6	A7	A8	A9	A10	C1	C2	C3	C4	C5	C6	C7	C8	C9	C10	O1	O2	O3	O4	O5	O6	O7	O8	O9	O10
9114	3	23	1	1	1	1	CA	1	5	2	5	1	5	1	5	2	5	3	2	5	1	5	4	4	4	4	5	5	1	2	3	5	5	5	2	2	5	2	4	5	2	1	5	4	5	2	4	2	1	5	1	5	1	4	1	5	5
9115	3	28	2	1	1	2	CA	3	2	4	2	4	2	3	2	3	3	4	3	4	2	3	3	4	4	4	4	3	4	3	3	2	3	2	3	3	4	4	1	4	3	2	2	4	2	2	3	5	1	5	1	4	2	4	5	4	5
9116	3	39	1	2	0	1	US	2	3	2	3	4	3	3	5	3	5	5	2	4	1	5	5	4	3	5	5	5	3	4	3	3	1	1	3	3	1	4	2	4	2	1	4	3	1	3	4	3	2	3	2	3	3	3	3	5	1
9117	13	62	1	2	1	2	US	2	3	2	2	3	3	2	3	3	4	3	3	3	2	3	2	3	2	2	4	2	4	2	4	1	5	1	2	4	3	4	2	3	3	3	3	3	2	4	3	5	3	4	2	4	2	4	4	3	4
9118	8	17	1	1	2	5	US	1	4	3	4	2	3	2	3	2	5	3	4	4	3	4	3	4	3	3	3	3	3	4	4	3	3	3	3	4	3	3	1	4	2	3	1	5	3	5	3	3	3	4	3	3	2	3	2	4	2
9119	3	32	1	2	1	2	CA	3	1	5	3	5	1	5	5	1	1	4	3	5	3	4	2	2	1	3	1	1	5	1	5	1	5	1	5	5	5	4	1	3	1	4	1	5	1	4	5	5	1	4	1	4	2	5	4	5	3
9120	13	16	1	1	1	2	AU	2	1	4	4	4	3	2	3	4	4	2	4	3	2	4	2	3	2	2	3	1	5	2	4	1	4	2	4	4	4	3	4	3	3	2	4	3	3	2	3	3	3	5	3	3	1	4	3	5	4
9121	3	16	1	1	3	2	AU	2	1	4	2	5	1	3	1	4	2	5	4	5	3	3	2	4	5	5	3	1	4	4	4	1	3	2	5	5	3	4	1	5	3	2	2	5	4	4	4	3	3	4	2	4	2	4	2	5	4
9122	3	33	1	1	1	2	US	2	5	4	2	3	1	3	4	4	3	2	4	4	3	2	2	2	1	3	3	2	4	3	4	4	4	4	4	5	2	4	2	4	1	3	2	5	1	3	4	4	1	3	1	3	3	4	5	5	5
9123	3	26	1	1	3	1	NZ	1	4	2	5	2	1	1	5	1	5	5	2	5	2	4	4	4	4	5	4	2	3	3	4	2	4	3	4	3	2	4	2	4	1	2	1	5	2	4	5	3	1	4	2	5	1	5	3	4	5
9124	3	30	1	1	1	1	GB	4	4	2	5	3	4	1	4	2	4	4	1	4	1	3	2	4	5	4	4	2	5	4	2	4	2	4	2	2	2	3	2	3	4	1	4	3	3	2	4	2	3	4	1	4	2	2	3	4	4
9125	11	23	1	2	1	2	US	2	3	4	4	4	2	4	4	3	3	4	2	4	2	2	3	3	2	3	3	2	3	2	4	3	4	2	4	4	2	3	3	4	2	2	3	4	3	3	4	4	1	4	1	4	1	4	4	5	4
9126	3	22	1	2	1	5	US	1	5	2	5	1	5	2	5	1	5	3	4	4	2	4	4	3	3	4	3	2	5	4	5	4	4	3	4	4	3	1	5	2	3	1	4	3	4	3	5	1	3	3	3	4	3	4	2	5	4
9127	3	17	2	2	1	1	US	1	5	2	5	2	3	2	5	1	5	2	4	3	2	2	3	2	1	2	4	2	4	3	4	2	5	3	3	4	4	5	3	5	1	3	2	4	2	4	4	5	2	4	2	4	2	4	4	4	5
9128	3	28	1	1	1	2	US	1	5	3	5	2	4	1	4	1	5	3	4	4	2	3	1	2	1	2	4	4	2	1	3	3	3	3	4	3	3	4	4	3	2	2	4	3	2	2	3	3	2	5	2	4	5	4	3	5	4
9129	1	26	1	1	1	2	US	2	4	4	4	5	2	1	5	2	2	4	3	4	4	3	1	2	1	2	1	1	4	1	5	2	3	2	2	5	5	4	2	5	1	4	1	4	2	2	5	5	1	5	1	5	1	5	3	5	5
9130	3	21	1	1	1	1	US	1	5	1	5	1	5	1	5	2	5	4	5	5	4	3	1	2	1	1	3	3	2	1	4	5	3	5	4	4	3	4	2	5	4	3	2	3	2	3	4	4	1	5	1	4	1	5	5	5	5
9131	3	29	1	2	1	1	US	1	4	2	4	2	3	1	4	1	4	4	3	4	1	2	2	2	2	4	4	2	4	2	3	2	2	3	2	2	4	4	3	5	3	4	3	5	1	5	5	5	1	5	2	4	1	5	5	4	5
9132	3	57	1	1	2	1	US	5	1	5	1	5	1	5	1	5	1	4	3	5	4	1	3	1	1	3	1	1	5	2	5	1	5	1	5	5	5	4	4	5	1	5	1	5	1	5	4	5	4	5	3	4	1	4	3	2	5
9133	9	16	2	1	1	1	AU	1	5	2	4	2	4	1	5	1	4	4	4	1	2	2	1	1	3	1	3	5	1	2	2	4	1	4	2	2	4	4	2	4	4	1	4	2	5	3	2	5	2	5	4	3	1	2	5	5	4
9134	3	19	1	2	3	2	US	1	2	3	5	1	2	1	5	1	5	1	3	3	3	1	1	3	5	1	1	2	1	4	1	5	1	5	2	1	1	5	5	5	4	1	5	3	3	3	5	5	1	4	1	5	1	5	5	1	5
9135	13	20	1	2	1	5	CA	4	1	5	2	5	2	5	1	5	4	2	4	4	1	2	1	3	3	2	1	1	5	1	5	1	4	1	5	5	5	4	4	4	2	3	5	4	1	4	5	3	2	5	2	4	1	3	2	5	5
9136	3	15	1	2	1	1	AU	5	1	4	1	5	1	5	4	4	3	4	4	4	3	4	4	3	3	4	3	1	5	5	4	1	5	1	4	4	5	2	4	2	4	3	3	3	3	4	3	3	5	4	3	4	4	3	1	1	4
9137	3	62	1	2	1	1	US	3	4	4	3	5	1	5	4	3	2	2	3	2	3	1	2	3	3	2	1	1	4	1	4	1	5	1	5	4	4	4	2	4	1	4	1	4	1	4	3	5	2	5	2	4	1	4	5	5	4
9138	3	23	2	1	1	5	LT	1	5	4	4	2	5	1	5	2	5	2	4	5	2	4	2	2	2	2	5	2	4	1	3	2	3	2	2	2	2	3	2	3	2	2	2	5	2	3	5	4	2	4	2	3	3	4	4	4	2
9139	1	15	1	1	1	1	AU	5	1	5	1	5	1	5	2	5	1	3	4	5	1	2	4	5	3	2	4	1	5	3	5	1	5	1	5	4	1	3	4	5	5	2	4	3	3	3	4	5	1	5	1	5	1	5	5	5	5
9140	13	15	1	1	1	1	US	3	4	4	4	3	3	2	5	5	4	3	3	4	3	1	2	3	2	4	3	3	3	3	4	2	4	3	3	4	4	4	3	4	3	2	3	4	3	4	5	4	3	4	4	3	2	4	4	4	4
9141	3	21	1	1	1	2	US	3	4	3	4	4	3	2	3	2	4	4	4	4	3	2	2	3	2	2	2	1	3	2	4	1	4	2	4	3	5	4	4	5	3	2	1	2	2	2	3	5	1	5	1	5	1	5	4	5	5
9142	8	15	2	2	1	1	CA	4	1	4	2	2	1	4	4	4	4	4	4	4	1	1	3	5	5	4	4	1	3	2	5	1	5	1	5	5	3	2	2	5	2	2	4	3	3	4	3	2	1	4	1	5	1	5	3	4	5
9143	11	20	2	2	1	2	CA	4	1	5	2	5	1	5	2	5	2	4	2	4	2	2	3	3	2	4	2	2	5	1	5	1	5	1	4	5	4	5	3	5	2	3	4	5	2	4	5	5	1	5	1	5	1	5	5	5	5
9144	13	36	2	2	1	1	US	3	3	4	3	2	3	3	3	5	5	4	4	4	1	4	4	1	1	4	1	5	3	1	5	3	5	3	4	5	4	3	2	3	2	3	3	2	3	4	4	3	4	2	2	3	4	4	1	3	3
9145	1	18	1	2	1	5	US	2	1	4	3	4	1	3	2	5	1	4	3	4	3	3	3	4	5	2	3	1	3	3	5	1	4	3	5	5	5	3	2	4	2	4	3	3	3	1	3	2	3	3	4	5	2	3	2	5	5
9146	3	30	2	2	1	2	US	4	3	4	4	3	4	3	3	3	4	4	2	4	3	4	4	4	4	4	4	5	5	1	5	1	4	4	3	4	3	3	4	3	4	4	2	3	3	4	4	4	3	5	2	4	1	3	3	4	3
9147	13	16	1	2	1	1	US	2	3	2	4	2	2	2	4	2	5	4	2	5	1	4	4	4	4	4	4	1	5	1	5	2	4	2	4	4	4	3	4	4	4	1	4	3	3	2	4	4	2	5	2	4	1	4	3	4	5
9148	3	31	1	1	1	5	US	3	3	3	3	5	3	2	4	2	4	1	5	2	5	5	1	1	1	1	1	3	2	5	1	4	5	4	5	2	4	5	1	5	1	4	1	5	1	4	5	5	1	5	3	5	1	5	5	5	5
9149	3	20	1	1	1	2	US	4	3	4	3	3	4	3	5	5	3	1	5	2	3	3	2	2	2	1	1	2	3	2	4	2	5	4	5	4	4	3	3	4	1	3	1	3	2	3	5	4	2	4	3	3	2	4	3	4	4
9150	3	14	1	2	1	5	US	4	2	4	2	5	2	5	3	5	3	3	1	5	1	1	3	3	3	4	5	1	4	2	5	1	4	1	4	5	4	4	4	3	3	3	3	3	3	3	3	3	1	5	1	4	1	4	4	4	5
9151	0	16	1	2	1	1	US	3	2	3	3	3	3	2	5	5	5	5	2	5	4	5	5	5	5	5	5	2	3	5	4	2	3	2	3	4	3	2	5	4	4	1	5	3	3	1	3	3	3	5	3	4	1	4	2	4	5
9152	3	21	1	2	2	2	US	3	3	4	3	3	2	4	4	3	4	4	3	4	2	2	3	3	2	2	3	2	5	2	4	4	3	2	4	4	3	4	3	5	2	2	3	3	2	4	4	5	2	5	3	4	2	4	3	5	3
9153	3	17	1	2	1	1	CA	2	5	3	4	1	2	2	4	2	4	4	4	4	2	2	3	4	3	3	2	2	4	3	4	2	4	2	3	2	2	3	4	4	2	1	5	4	4	1	3	3	3	4	2	3	2	3	2	5	3
9154	4	23	2	2	1	1	IN	5	1	3	1	5	1	5	3	5	3	5	1	5	1	5	5	4	4	3	5	5	5	1	5	3	5	1	5	5	5	2	3	5	5	5	3	4	1	5	5	5	1	5	3	5	3	5	5	5	5
9155	3	25	1	2	1	2	US	3	2	3	3	5	1	3	4	4	5	3	3	4	2	3	3	5	5	4	4	1	5	2	5	2	4	1	5	5	5	5	1	5	2	5	1	5	1	5	5	4	1	5	1	5	1	5	4	5	5
9156	3	23	1	1	1	1	US	1	4	4	5	1	1	1	3	3	5	4	2	5	1	4	4	5	5	3	5	1	3	2	5	1	5	1	5	5	2	3	4	4	5	1	5	3	4	2	2	5	1	5	1	3	2	4	5	4	5
9157	11	18	2	2	1	2	SG	3	2	5	2	4	2	4	3	3	3	3	5	3	2	3	3	4	3	3	4	1	4	2	5	3	5	2	5	3	5	3	4	5	3	2	3	3	3	1	3	4	3	5	1	4	1	3	2	5	5
9158	3	48	1	2	1	2	US	4	1	4	1	5	2	5	3	3	4	5	2	5	3	3	2	2	1	3	1	1	5	2	5	1	5	1	5	5	5	4	4	5	2	4	4	3	1	5	4	5	5	5	1	4	1	5	5	5	4
9159	3	23	2	2	1	1	SK	2	5	3	5	1	5	1	5	4	5	5	2	5	1	4	3	3	4	4	4	3	3	3	3	2	3	2	3	3	3	2	3	2	4	1	4	3	3	2	2	4	2	4	3	3	1	3	3	5	3
9160	3	38	1	2	1	1	US	3	3	4	2	5	4	2	3	3	3	3	2	4	2	4	4	4	3	2	3	3	4	2	4	3	3	3	3	4	4	4	4	3	3	2	3	3	2	3	3	3	1	4	1	4	2	4	2	5	4
9161	1	24	1	2	1	1	PH	3	3	3	4	4	4	3	4	3	3	4	3	2	4	5	5	4	4	5	4	3	3	2	3	2	5	4	3	4	4	4	2	3	4	3	3	3	3	5	4	3	3	3	4	3	4	4	3	5	3
9162	6	19	1	1	1	5	US	1	4	2	4	3	3	1	5	1	5	1	4	1	3	3	1	3	3	2	2	3	4	2	4	3	1	3	3	4	3	3	2	4	2	2	2	4	2	4	3	3	2	4	3	4	1	2	3	5	3
9163	3	49	1	1	1	2	US	2	3	4	2	4	1	2	3	3	4	3	2	5	2	4	3	3	2	4	2	1	4	2	5	2	5	2	4	5	4	4	1	5	3	2	1	5	2	2	5	5	1	4	1	5	2	4	4	5	4
9164	3	34	0	2	1	5	US	4	1	5	1	5	1	5	1	5	1	4	3	4	2	2	4	2	1	2	3	1	4	1	4	2	5	2	4	5	5	4	4	2	1	4	4	3	3	4	2	2	3	3	4	3	3	4	1	2	3
9165	11	19	1	2	1	2	US	4	3	4	3	3	2	3	4	3	4	2	4	2	4	3	1	2	2	2	2	1	4	1	5	1	5	2	5	4	4	3	3	4	2	1	4	3	3	2	4	5	2	5	1	4	2	4	3	5	5
9166	3	34	1	2	1	2	US	2	2	4	2	4	2	3	3	1	4	3	3	4	3	2	2	3	3	3	3	1	4	1	5	2	3	2	4	5	4	3	3	4	1	1	3	4	2	3	5	2	5	1	5	4	5	3	1	4	5
9167	13	14	1	2	1	1	US	3	4	3	3	3	4	1	4	3	5	3	3	5	1	2	2	4	4	4	5	2	3	2	3	2	2	4	4	3	3	5	2	4	1	4	1	5	1	5	4	4	1	5	1	3	3	5	3	5	4
9168	13	23	2	2	1	1	US	3	4	4	4	3	2	3	2	3	3	5	2	4	3	4	3	2	3	4	3	4	3	1	3	2	4	4	3	2	4	3	3	4	3	3	2	3	3	3	3	2	4	4	4	3	2	3	3	3	3
9169	3	52	1	1	2	2	US	2	4	4	2	4	2	3	4	3	4	2	4	2	4	3	2	2	2	2	2	2	4	2	4	2	2	2	3	4	4	3	4	4	2	2	2	3	3	3	3	4	2	4	2	4	2	5	2	4	5
9170	11	22	2	2	1	2	US	2	2	3	4	4	4	1	3	3	3	3	4	3	3	3	3	3	3	4	2	1	5	1	4	2	5	2	4	5	4	3	4	3	3	2	3	4	4	3	3	4	2	3	2	3	2	3	4	5	4
9171	13	14	1	2	1	1	US	1	5	3	5	2	5	2	5	2	5	5	1	5	5	5	5	4	5	5	5	1	5	1	5	3	5	3	5	5	4	4	4	4	3	3	4	2	2	4	5	5	2	5	1	5	1	3	4	5	5
9172	1	21	1	2	1	2	US	5	1	1	2	5	5	5	3	1	5	3	3	4	3	1	5	5	4	5	3	1	5	4	5	1	5	1	4	5	3	1	5	3	4	5	3	5	3	5	1	1	4	3	3	5	5	1	1	5	1
9173	3	29	1	2	1	5	US	2	1	4	1	4	1	4	3	4	3	5	2	4	2	4	5	5	5	5	3	1	5	3	4	2	4	2	3	4	3	3	5	4	3	2	3	4	2	4	3	4	2	3	3	3	3	4	3	2	2
9174	1	20	1	2	1	2	US	3	4	4	4	5	3	4	4	2	3	5	3	4	1	4	4	5	4	3	4	1	5	2	5	1	4	2	4	5	3	3	5	4	4	2	4	2	4	3	3	5	1	5	1	3	1	4	5	5	5
9175	3	53	1	2	1	1	US	1	3	2	5	5	1	2	5	4	5	5	2	5	2	2	2	2	3	2	4	1	4	3	5	1	5	1	5	5	3	1	5	5	3	1	5	5	1	2	2	5	1	5	1	5	1	4	5	5	5
9176	13	18	1	2	1	5	US	1	1	2	5	2	1	1	4	1	5	2	4	2	1	1	1	4	1	1	4	4	1	4	1	1	1	4	4	1	1	2	5	2	5	1	5	2	5	1	1	4	3	5	2	5	1	5	4	2	5
9177	3	20	1	1	1	1	US	4	2	4	2	3	1	4	1	5	4	2	4	4	1	1	1	3	2	1	4	4	3	1	4	1	4	2	4	4	4	3	2	4	2	2	3	4	1	4	4	2	1	5	2	4	1	5	2	5	5
9178	3	22	1	1	1	5	US	3	3	4	3	4	3	4	3	3	4	3	4	4	3	3	2	3	3	3	2	2	4	3	5	1	5	2	5	4	4	4	2	4	3	2	3	3	3	4	3	3	3	3	3	3	3	4	3	3	3
9179	6	13	1	2	1	1	US	5	1	4	1	4	1	5	2	4	1	3	4	4	5	4	4	3	3	4	1	1	4	3	5	2	5	2	3	4	5	1	5	4	3	1	5	1	4	2	3	1	4	5	1	3	1	3	1	4	4
9180	3	21	1	1	1	1	US	1	3	2	4	4	1	1	5	2	5	1	4	1	3	1	2	3	2	1	2	5	1	4	1	5	1	5	1	1	2	5	4	5	2	1	4	2	4	1	4	4	2	5	5	5	1	5	5	1	5
9181	3	43	1	2	1	2	US	2	1	3	3	3	2	3	4	2	3	5	2	5	1	4	4	4	4	4	4	1	4	1	5	2	5	2	3	4	2	4	3	4	3	4	2	5	2	4	3	5	1	5	3	4	1	5	5	3	4
9182	3	18	1	2	1	5	US	3	2	5	2	5	2	4	2	5	2	3	3	3	3	3	3	3	1	4	2	3	4	3	2	4	3	2	2	2	3	5	2	4	1	5	1	5	2	4	4	4	4	1	4	3	4	5	3	3	2
9183	3	29	2	2	1	1	US	2	3	2	4	2	2	2	4	2	4	4	2	5	2	3	4	3	4	5	3	1	3	1	4	2	4	2	4	2	2	4	3	3	2	1	2	3	4	3	4	5	1	5	1	4	1	5	5	5	3
9184	3	16	1	1	1	1	US	3	3	3	3	3	2	3	3	3	4	2	4	4	2	2	2	2	3	2	2	2	4	2	4	2	3	2	4	4	3	3	4	3	3	2	3	3	3	3	3	4	2	5	1	3	1	3	3	4	4
9185	13	21	2	1	1	1	IN	3	2	4	3	4	2	4	3	4	3	3	2	4	2	4	5	4	4	4	2	1	2	2	4	2	4	2	4	4	4	3	3	4	3	2	3	3	3	3	3	3	2	4	2	4	2	4	4	3	4
9186	6	21	1	2	1	2	US	4	1	5	1	5	1	5	3	3	2	1	5	1	5	1	1	1	1	1	1	1	5	2	3	1	3	1	4	3	4	3	2	4	3	3	2	2	1	1	3	5	1	4	2	4	1	4	5	4	4
9187	13	16	1	1	1	1	US	2	1	5	1	4	1	2	2	5	2	1	5	4	3	1	1	5	1	1	3	3	4	2	2	3	1	3	1	3	3	4	1	2	1	2	1	4	3	1	3	2	3	4	3	4	1	4	2	5	4
9188	10	16	1	2	1	1	AU	3	4	3	3	2	3	2	3	3	5	5	3	5	3	1	4	3	1	2	1	1	4	2	5	1	5	1	3	4	3	3	1	2	1	3	1	4	1	2	3	4	1	4	1	4	1	3	2	3	4
9189	3	19	1	2	1	1	US	2	2	4	2	3	1	1	2	5	2	5	2	5	2	2	4	4	2	4	3	1	5	1	5	1	5	1	4	5	5	3	3	3	3	2	4	5	3	4	4	4	4	5	3	4	1	3	2	4	5
9190	3	20	1	2	1	2	US	1	3	2	4	3	3	2	4	1	4	3	4	3	3	2	2	3	2	3	2	1	5	2	4	2	3	1	5	5	4	4	2	5	2	4	2	4	1	5	4	4	1	5	1	5	1	5	4	5	5
9191	3	55	1	1	1	1	US	1	2	4	4	2	4	2	4	2	5	4	5	2	2	3	3	2	2	2	2	1	4	1	4	2	4	2	3	4	4	4	2	4	1	2	2	4	2	3	4	3	3	5	3	3	2	4	2	5	3
9192	3	34	1	2	1	2	US	3	1	4	3	5	1	3	5	1	3	5	3	5	1	4	5	3	3	4	3	1	5	1	5	1	5	1	5	5	5	4	5	5	3	1	3	3	3	4	5	5	1	5	1	5	1	4	5	5	5
9193	13	34	1	2	1	2	US	4	1	5	1	5	1	4	3	5	3	4	4	4	4	3	2	2	1	1	1	1	5	1	4	2	5	1	5	4	5	5	3	5	3	4	2	5	1	5	5	4	1	5	1	5	1	5	4	5	5
9194	3	50	1	2	1	5	US	1	4	5	1	5	1	5	1	5	1	2	5	2	5	1	2	1	1	3	1	1	5	1	5	1	4	1	5	5	5	2	5	5	1	2	5	2	1	4	5	5	1	5	1	5	1	5	5	5	5
9195	7	17	1	3	1	1	AU	1	5	1	5	1	4	1	5	1	5	4	2	5	2	3	2	3	3	4	5	5	2	5	2	3	1	4	1	2	2	3	3	5	2	3	2	3	3	1	4	5	1	5	4	5	1	5	5	5	5
9196	11	16	1	1	1	5	AU	4	2	5	2	5	2	5	4	5	3	1	5	1	5	2	1	1	1	2	1	2	4	2	4	2	3	2	4	5	5	5	4	4	2	3	2	3	4	5	4	4	2	4	1	4	2	4	3	4	5
9197	11	27	1	2	1	2	US	1	3	1	4	1	3	1	4	2	4	4	2	4	2	4	4	4	3	4	4	1	3	2	4	3	4	3	4	4	3	3	3	3	3	3	2	3	3	3	3	4	1	4	1	5	2	4	4	5	5
9198	3	25	1	2	1	2	US	2	4	4	4	4	2	2	5	1	4	2	4	4	4	1	1	2	1	1	1	1	5	1	5	1	5	1	5	5	4	2	2	2	2	2	2	4	1	4	4	5	2	2	2	4	4	4	5	4	4
9199	3	44	1	1	1	1	US	4	1	5	2	4	2	4	2	4	3	5	1	5	2	4	4	5	4	5	3	1	5	3	4	2	4	2	3	4	4	3	5	5	4	2	4	1	1	3	4	4	1	5	1	4	1	2	3	5	5
9200	3	40	1	2	0	1	US	2	4	3	4	2	2	2	4	4	4	2	4	1	3	2	2	3	2	3	2	2	4	2	5	2	5	2	4	5	3	2	4	4	4	2	4	4	3	3	3	4	2	4	2	4	2	5	3	4	4
9201	4	19	1	2	1	2	US	1	3	4	5	4	2	1	5	1	5	2	4	5	2	2	2	2	2	2	2	1	4	1	5	1	4	1	4	4	5	4	3	5	4	4	4	5	1	4	5	5	2	5	1	4	1	4	5	5	5
9202	13	15	2	2	1	1	US	3	5	3	4	2	5	2	5	2	5	4	2	5	3	2	4	5	3	4	3	4	3	4	3	3	4	4	3	2	3	3	3	3	3	2	4	3	4	2	3	2	4	4	2	3	2	3	2	3	3
9203	3	18	1	1	0	5	US	2	2	5	5	5	3	5	4	4	2	1	5	4	5	3	2	2	1	4	1	5	5	4	4	4	2	1	4	4	5	3	5	5	2	1	5	2	5	4	5	5	4	4	3	4	2	5	5	4	5
9204	1	20	2	2	1	2	US	1	5	2	4	3	5	3	3	3	5	1	1	5	3	5	5	5	3	5	5	3	5	1	4	5	5	5	3	5	5	2	5	3	5	2	5	1	4	4	5	3	5	3	1	3	3	5	4	5	3
9205	3	23	1	2	1	2	US	3	3	4	2	4	2	4	3	4	4	4	3	5	2	1	2	4	3	1	3	1	5	1	5	1	5	1	4	5	4	5	5	5	5	3	1	3	1	4	5	3	1	5	1	4	4	5	2	5	5
9206	3	21	1	2	1	2	US	1	4	2	4	1	3	1	4	1	5	4	5	3	5	2	1	4	1	2	1	1	3	1	4	4	3	2	4	4	4	2	5	2	4	1	5	2	2	4	2	4	2	4	3	4	1	4	3	4	4
9207	3	41	1	1	1	1	US	5	1	4	1	5	1	5	3	5	2	4	2	3	2	4	4	2	2	4	3	2	4	4	4	5	5	1	3	4	2	3	5	3	4	1	2	4	1	3	3	5	1	5	1	3	1	5	5	4	4
9208	9	19	1	2	1	2	US	4	1	5	2	5	2	4	2	5	3	2	5	2	2	3	2	1	1	4	1	3	5	4	3	3	2	1	4	4	4	4	2	4	2	2	4	5	1	4	4	4	1	3	1	4	1	5	4	5	4
9209	11	28	2	1	1	1	PH	4	4	3	4	5	2	5	1	2	2	3	3	5	2	2	4	3	4	4	2	1	5	3	5	1	5	1	2	4	5	3	4	2	1	5	4	4	3	5	5	3	3	3	1	3	1	4	4	5	3
9210	13	52	1	2	1	2	US	3	2	4	3	3	2	4	4	4	2	4	3	4	1	5	3	4	4	4	4	1	3	2	5	2	4	2	4	4	4	2	5	2	4	2	4	4	4	2	2	3	3	4	2	4	2	3	3	4	4
9211	3	17	1	2	1	5	US	1	2	2	4	4	3	5	1	5	2	5	1	5	1	5	5	5	5	5	5	1	5	1	5	1	5	1	3	5	2	4	1	5	1	3	1	4	1	4	5	5	1	5	1	5	1	5	5	5	5
9212	3	58	1	2	1	1	US	3	2	2	4	4	2	2	4	2	4	4	2	4	1	4	4	5	5	3	5	2	2	1	3	2	4	3	3	3	3	4	5	4	5	1	5	4	2	2	3	5	1	5	1	4	1	5	5	3	4
9213	3	74	1	2	1	1	US	1	5	2	4	4	2	1	5	2	4	5	1	5	1	2	5	4	2	2	5	5	3	1	5	1	5	4	4	4	2	3	4	2	2	2	4	4	2	2	5	4	2	4	1	3	1	4	2	3	4
9214	13	26	1	1	3	2	US	3	3	4	4	4	2	3	5	3	3	1	5	1	4	1	1	1	1	1	1	2	3	1	4	2	4	2	4	3	5	5	1	5	1	5	1	4	1	2	5	5	1	5	1	5	1	5	3	5	5
9215	13	20	1	1	1	1	US	2	1	4	2	4	2	4	2	5	2	1	5	1	5	2	1	1	1	1	1	2	5	1	3	2	2	2	4	3	4	4	4	3	2	2	2	4	2	2	4	4	2	4	2	4	2	4	4	4	4
9216	13	17	2	2	1	1	PK	4	2	1	4	4	1	3	1	5	4	5	1	5	2	5	5	4	2	5	4	4	4	2	4	2	2	3	2	4	4	1	1	4	3	3	4	2	3	2	4	3	4	4	4	2	4	2	5	4	2
9217	4	18	2	1	1	1	IN	4	4	3	4	3	1	3	2	4	5	5	3	4	1	3	4	5	4	4	4	5	2	3	2	3	2	2	3	3	4	4	1	5	4	4	2	4	4	2	3	5	2	4	3	4	2	5	4	5	4
9218	10	44	1	2	1	1	US	4	2	5	3	4	3	4	4	2	5	2	4	2	2	1	2	2	1	2	1	1	5	2	3	2	3	2	4	3	4	2	4	3	3	2	5	3	3	4	2	5	2	5	2	3	1	4	5	4	3
9219	3	15	1	2	2	1	US	3	1	3	2	4	2	3	2	4	2	4	1	5	2	4	5	4	4	4	5	4	4	3	3	3	2	3	4	3	2	1	4	4	4	1	4	2	4	3	2	4	2	5	2	4	1	4	4	4	5
9220	13	22	1	2	3	3	US	2	5	2	5	3	5	4	5	3	5	3	5	3	4	4	2	1	1	4	1	1	5	1	5	1	5	1	5	5	5	4	3	4	3	2	4	3	1	4	3	5	1	5	1	5	1	4	5	5	3
9221	3	60	1	1	1	2	US	3	3	2	3	2	2	3	4	3	4	2	4	3	3	3	2	3	2	3	2	2	3	3	3	3	3	3	3	4	3	4	4	4	3	2	4	4	3	2	3	5	3	5	2	4	1	4	4	5	4
9222	10	42	1	1	2	1	AU	3	2	4	4	4	2	4	4	3	3	3	4	4	3	2	1	2	2	3	2	2	4	2	4	2	4	2	4	4	5	5	2	5	2	3	2	2	1	2	3	4	1	4	3	4	2	5	2	4	4
9223	3	36	1	2	1	2	AU	3	3	3	4	3	2	3	4	2	4	4	4	5	2	3	4	3	2	3	4	5	5	1	5	1	5	1	4	5	3	4	4	3	1	3	4	3	2	3	5	5	1	5	1	5	1	5	5	5	5
9224	3	32	1	2	1	1	US	3	3	4	3	3	3	3	3	3	3	4	2	4	2	1	1	3	2	2	3	1	4	1	5	2	4	3	5	5	4	4	3	5	2	3	3	4	2	3	5	5	1	5	2	5	1	5	5	5	5
9225	3	20	1	2	1	2	US	4	2	4	3	4	2	4	5	3	5	4	3	5	3	3	3	4	3	3	3	1	4	3	5	3	5	1	5	4	5	5	3	5	4	3	3	5	2	4	4	4	1	5	2	5	1	5	4	4	5
9226	3	29	1	1	2	2	US	1	5	1	5	3	1	2	1	2	5	1	5	3	2	1	1	4	3	4	4	5	2	4	3	4	1	4	3	4	2	4	4	5	3	1	4	4	3	2	5	5	1	5	1	5	1	5	5	5	5
9227	11	17	1	2	1	1	US	5	1	5	2	5	1	5	2	2	4	3	4	4	3	5	5	4	4	5	2	1	5	5	5	1	3	2	5	5	4	3	5	5	5	1	5	1	5	1	3	5	2	5	1	5	1	5	3	5	5
9228	9	15	2	2	1	1	US	3	2	1	4	4	3	3	5	1	5	5	2	5	5	1	4	5	5	5	5	2	3	2	4	3	5	3	2	3	4	2	2	5	4	3	4	4	2	3	3	4	3	5	3	2	2	4	3	2	5
9229	3	35	1	2	1	5	GB	4	1	5	1	5	1	5	5	3	1	4	3	5	4	3	5	5	5	4	4	5	4	3	5	1	5	1	5	5	4	5	1	4	3	4	5	4	1	5	1	4	1	4	1	4	1	5	5	4	5
9230	1	13	2	2	1	1	US	3	3	5	2	4	1	3	2	4	3	3	2	5	2	3	3	3	3	3	2	5	5	1	5	2	5	2	2	4	3	4	1	5	4	2	4	3	2	3	3	3	3	3	1	4	1	3	1	4	4
